id,roastery_id,owner_id,name,description,address,latitude,longitude,phone_number,category,thumbnail_url,open_time,close_time
11,1,,제이든 커피 로스터스,"https://smartstore.naver.com/jdcr

제이든 커피 로스터스는 직접 로스팅한 원두를 사용한 커피와 매일 새로 굽는 베이커리를 선보이는 공간입니다.

제이든에서 직접 로스팅한 다양한 원두를 만나 보세요 :) 에스프레소 커피를 위한 세 가지 블렌딩 원두와 핸드드립을 위한 스페셜티 커피가 준비되어 있습니다. 인기메뉴 아인슈페너, 레몬아메리카노, 베트남연유라떼, 스콘, 만개이상팔린 두바이초콜릿등이 준비되어 있습니다. 야간에도 이용가능합니다.

※ 제로페이, 애플페이, 카카오페이, 네이버페이 사용가능
※ 원두 납품, 교육 문의",서울 강동구 천호대로219가길 50 1층 제이든커피,37.5476581,127.1724707,0507-1463-0251,"카페,디저트",,,
12,1,,콤파일,"벌컥벌컥 마시는 음료가 아닌, 저희는 한모금에 집중할수 있는 음료이길 원합니다. 더 나아가 한모금에 여러 생각들을 정리하기도 하고, 갇혀있던 한숨을 내쉬기도 하며 잠시나마 찌든 일상에서 벗어나 자기만의 시간을 가질수 있도록 하는 매개체가 되기를 바래요.

빠른 음악보다는 배경음악 정도로 취급하며 내 할일을 할수 있는 느린음악을 선호하고, 진동벨을 울린다거나 돌아다니며 직접 서빙하는 방식보다는 천천히 지나가는 컨베이어 벨트를 통해 이야기하기도 합니다. 이것이 우리가 지향하는 방식입니다.

저희의 공간과 음악, 그리고 음료를 통해 찰나의 얕은 휴식이라도 챙겨가셔서 다시 일상으로 돌아갔을 때, 원동력의 자그마한 보탬이라도 될수 있다면 저희로서는 더할 나위 없을테니요.

앞으로도 훌륭한 커피만 모아 다양하게 소개할수 있도록 하겠습니다. 방문 해주신 모든분들의 한모금에 위로가 될수 있도록. 고맙습니다.",서울 마포구 잔다리로 73 1F,37.554028,126.91637,0507-1494-1049,"카페,디저트",,,
13,1,,씨크스페셜티커피,"스페셜티커피 전문매장 seek specialty coffee 입니다.
매번 라인업이 바뀌는 핸드드립 커피와 다양한 시그니쳐 음료 그리고 디저트들로 눈도 맛도 만족할 수 있게 노력합니다.
대회 입상경력이 있는 전문 바리스타 챔피언이 내려주는 맛있는 커피와 디저트를 함께 즐겨보세요.

독특한 메뉴와 시그니처 음료로 특별한 커피 경험!
샤로수길에서 진정한 커피의 맛을 찾고 계신가요? 서울대입구역 근처에 위치한 씨크스페셜티커피는 남다른 커피 경험을 선사합니다. 이곳은 다른 카페에서 쉽게 만나기 힘든 독특한 메뉴들로 가득 차 있어, 매번 새로운 즐거움을 느낄 수 있습니다. 특히 다양한 시그니처 음료는 커피 마니아들에게 꾸준한 사랑을 받고 있습니다.

서울대입구역 카페 추천: 특별한 디저트와 커피의 만남
서울대입구역 주변에 있는 많은 카페 중에서도 씨크스페셜티커피는 차별화된 메뉴와 높은 품질로 돋보입니다. 이곳의 핸드드립 커피는 매번 바뀌는 원두 라인업 덕분에 방문할 때마다 새로운 맛을 즐길 수 있습니다. 디저트 또한 다양하게 준비되어 있어, 커피와 함께 색다른 즐거움을 누릴 수 있습니다.

대회 입상 경력의 박민규 바리스타가 선보이는 커피
씨크스페셜티커피의 매력은 독특한 메뉴뿐만 아니라 바리스타의 뛰어난 실력에도 있습니다. 대회에서 여러 차례 입상 경력을 보유한 박민규 바리스타가 정성스럽게 내리는 커피는 그 맛과 향이 특별합니다. 정교한 핸드드립 커피를 맛보고 싶다면 이곳이 최적의 선택입니다.

샤로수길의 특별한 커피 경험을 원한다면
샤로수길에 있는 씨크스페셜티커피는 맛뿐만 아니라 독특한 메뉴 구성으로 커피 애호가들의 발길을 사로잡습니다. 이곳에서만 만날 수 있는 시그니처 음료와 다양하게 준비된 디저트는 매번 방문할 때마다 색다른 경험을 선사합니다. 커피의 맛과 독창성을 동시에 즐기고 싶다면 씨크스페셜티커피를 꼭 방문해 보세요!",서울 관악구 관악로12길 45-12 1층 씨크스페셜티커피,37.4783147,126.9552539,0507-1379-6711,"카페,디저트",,,
14,1,,알렉산디노 강남역삼점,"물리학도가 볶고, 법학도가 내리는 당신의 세상에 없던 커피.

알렉산디노가 스페셜티 커피의 기준을 제시해드립니다.

이탈리아 피렌체의 에스프레소 아카데미(Espresso Academy),
호주 브리즈번의 울프 커피 칼리지(Wolff College of Coffee),
일본 오사카의 본막 커피 로스팅 스쿨(Bonmac Coffee Roasting School), 타시로 커피 로스팅 스쿨(Tashiro Coffee Roasting School)에서 로스팅과 바리스타 과정을 수료한, 물리학도 방주비 헤드로스터와 법학도 김재현 대표 바리스타가 공동으로 설립한 알렉산디노 커피는 스페셜티 커피를 기본으로 한 핸드드립 커피와 에스프레소 배리에이션 커피들을 전문으로 하고 있습니다.

알렉산디노 커피 매장에서는 세계 최고의 커피를 만들어내고 있는 방주비 헤드로스터가 알렉산디노 역삼 로스팅랩에서 직접 로스팅한 다양한 스페셜티 커피 라인업을 만나보실 수 있습니다.

이러한 다양한 스페셜티 커피의 라인업을 김재현 대표 바리스타를 비롯한 알렉산디노 강남역삼점의 바리스타들이 가이드해 재미있고 맛있는 스페셜티 커피의 세계로 안내해드립니다.

그리고 알렉산디노에서는 스페셜티 커피 뿐만 아니라 커피와 함께 즐기는 디저트와 디쉬들도 세계 최고의 수준으로 만나보실 수 있는데요, 튀르키예 이스탄불의 가장 유명한 카이막 맛집이라고 할 수 있는 Karakoy Muhallebicisi를 직접 다녀와서 그 맛을 그대로 재현한 정통 터키쉬 카이막을 알렉산디노에서 만나실 수 있습니다. 튀르키예에서 현지 카이막을 드시고 오신 26팀의 고객님들께서 터키보다 맛있다는 평을 남겨주셔 세계 원탑 카이막의 자리에 오른 알렉산디노 카이막을 직접 맛보시길 추천드립니다.

그리고 정통 프렌치 레스토랑에서 브런치 메뉴로 내었던 레시피를 그대로 재현하여 2시간에 걸쳐 만들어내는 프렌치토스트도 꼭 맛보셔야 할 메뉴라고 말씀드릴 수 있습니다.

매장에서 직접 굽는 수제 생블루베리 바스크치즈케익은 말할 것도 없구요, 배고플 때 건강하고 맛있게 즐길 수 있는 바질 리코타 치즈와 토마토 마리네이드가 듬뿍 담긴 이탈리안 치아바타 샌드위치도 빼먹으면 섭섭하답니다.

또한 홍콩 현지인들만 즐겨서 홍콩 차찬텡의 메뉴판에서는 찾을 수 없다는 홍콩식 밀크티인 똥윤옝, 그리고 똥윤옝과 페어링으로 천상의 맛을 자랑하는 홍콩 크로와상도 빼먹으면 안되는 메뉴라고 하겠습니다.

모두가 사랑하는 버터크로플도 카이막을 추가하여 색다르게 즐기실 수 있구요.

그래서 알렉산디노 역삼에서는 이 모든 커피와 디저트를 코스메뉴로 즐기실 수 있도록, 커피를 위주로 한 3코스 커피 오마카세부터 브런치코스(3코스), 샘플러코스(5코스), 디카페인 코스(4코스) 및 커피 인문학 강의와 함께 하는 세계 커피 여행인 커피 인문학 코스(10코스) 등 다양한 커피 오마카세 코스도 준비해놓고 있습니다.

다양한 스페셜티 커피, 디저트, 디쉬와 함께 세계 방방곡곡의 커피 문화를 만끽해 보시기 바랍니다.

알렉산디노 강남역삼점은 커피계에서 지금까지 이러한 커피는 없었다는 얘기를 들으며 주목을 받고 있는 알렉산디노가 처음으로 강남에 만든 플래그쉽 매장으로 알렉산디노의 방주비 헤드로스터와 김재현 바리스타가 여러분들을 맞이하도록 하겠습니다.

당신의 세상에 없던 커피, 이제 알렉산디노에서 만나보십시오.",서울 강남구 테헤란로30길 31 지하1층,37.4992542,127.0400568,0507-1364-8759,"카페,디저트",,,
15,1,,Uig,"Uig는 스코틀랜드의 마을 우이그를 담은 공간입니다.

지난 여행에서 시작한 우이그는 단순히 음료를 제공하는것을 넘어 공간이 주는 분위기와 다양한 경험을 제공하고자 합니다.",서울 마포구 망원로3길 7,37.5570789,126.9014508,02-336-1256,"카페,디저트",,,
16,1,,센트럴사이트 연남점,"안녕하세요.
센트럴사이트 커피 로스터즈 입니다.

시그니처는 로스터리에 기반한 브루잉(핸드드립)입니다.

게이샤, 스페셜티 커피를 포함한 10종 이상의 다양한
브루잉(핸드드립)커피와 원두가 준비되어있습니다.

고품질, 희소성, 캐릭터 3가지 조건을 모두 만족시키는
커피와 원두를 합리적인 가격에 즐기실 수 있습니다.

언제나 바리스타가 취향과 기호에 맞는 커피를 고르실 수 있도록 안내를 도와드립니다.

전문 로스터가 레귤러하게 수십가지 생두를 테스트하여
셀렉하고, 매장에서 직접 로스팅, QC, 상품화 합니다.

또한 에스프레소 & 밀크베리이션 커피의 모든 메뉴는
미드나잇 블렌드 / 시즈널 블렌드(게이샤블랜드) / 디카페인
3종의 커피를 선택하실 수 있습니다.

콜드브루 메뉴라인 역시 3종류로 매일 정밀하게 추출합니다.

시그니처 디저트는 티라미수와 트라이플 입니다.

이탈리아 정통 레시피로 만든 클래식 티라미수가 스테디셀러이며,
커피와 너무 잘 어울리는 로투스 티라미수도 준비되어있습니다.

트라이플은 바닐라시트와 부드럽고 풍미있는 커스터드 크림,
특제 생크림을 레이어드하고,신선한 생과일을 듬뿍 올려 즐기는
영국식 레이어드 입니다.

히든메뉴로 파베초콜릿을 한입 가득 베어무는듯한
딥퍼지 브라우니가 준비되어 있으며, ss시즌에는 아이스크림 토핑
옵션을 선택하실 수 있습니다.

1층은 브루잉 바 & 로스팅 랩
2층은 네추럴 무드의 홀 테이블
3층은 루프탑으로 구성되어있습니다.

벌써부터 설레입니다. 매장에서 뵙겠습니다!",서울 마포구 연희로 29-1 센트럴사이트,37.561549,126.9268517,0507-1430-7789,"카페,디저트",,,
17,1,,맨홀커피웨스턴책방,"맨홀커피 웨스턴 책방은 스마트폰과 미디어에 의존하는 일상에서 벗어나 독서를 통해 디지털 디톡스와 힐링을 실천할수 있는 장소로 꾸며졌습니다.
하루의 분주함을 잠시 뒤로하고 이곳에서 집중력과 창의력을 키우며 행복을 발견해 보시기 바랍니다.
맨홀커피 웨스턴 책방에서 또다른 세계로 여러분을 초대합니다 감사합니다.

-맨홀커피 웨스턴 책방장인 이력-
- 전 경영학과 교수, 경영학박사-",서울 영등포구 영등포로27길 24 맨홀커피 웨스턴 책방 1층,37.5229918,126.8995265,0507-1348-9427,"카페,디저트",,,
18,1,,5TO7&구욱희씨 퍼블릭가산점,"5TO7&구욱희씨 퍼블릭가산점 - 가산디지털단지의 조용한 디저트 카페
가산디지털단지역 근처에서
분위기 좋은 디저트 카페를 찾고 계신다면,
'5TO7&구욱희씨 퍼블릭가산점'을 소개합니다.

퍼블릭가산 1층에 자리한 이곳은
바쁜 하루 속 짧은 쉼표처럼,
조용하고 감성적인 시간을 보낼 수 있는 공간입니다.

부드럽게 녹아내리는 수플레의 매력
'5TO7'은 성수동에서 수플레 맛집으로 이름난 디저트 브랜드입니다.
가산에서도 이제 그 정통 수플레를 그대로 맛볼 수 있게 되었습니다.

입안에서 사르르 녹는 펄 크림 브륄레 수플레,
계절 과일로 만든 생과일 수플레,
풍미 깊은 티라미수 수플레까지
정성이 느껴지는 한 접시가 감성을 자극합니다.

'구욱희씨 쿠키'를 아시나요?
수플레와 함께 만날 수 있는 또 하나의 매력은 바로 '구욱희씨'입니다.
수제 쿠키 전문 브랜드로,진한 풍미와 쫀득한 식감이 매력적인 쿠키를 선보이고 있습니다.

고소하고 부드러운 맛의 밸런스는
커피와 함께 즐기기에 탁월하며,
간단한 선물용으로도 손색이 없습니다.

핸드드립 커피와 조용한 시간
바리스타가 직접 내려주는 핸드드립 커피는
수플레와 쿠키의 맛을 더욱 풍성하게 만들어줍니다.
창가 쪽 자리에 앉아 커피 한 잔과 함께라면,
잠시나마 도시의 소음도 잊어보세요.

데이트 코스, 혼자만의 시간, 혹은 가벼운 미팅 장소로도 제격입니다.

매장 정보
주소: 서울 금천구 디지털로 178, 퍼블릭가산 1층

위치: 가산디지털단지역 6번 출구에서 도보 약 6분

주차: 퍼블릭가산 건물 내 2시간 무료

영업시간: 매일 10:30 - 21:30 (라스트오더 20:30)

이런 키워드로 검색하셨다면, 바로 여기입니다
가산 카페, 가산디지털단지 디저트카페, 수플레맛집,
가산 데이트, 핸드드립커피, 가산 조용한 카페,
퍼블릭가산 카페, 가산디지털단지역 카페 추천",서울 금천구 디지털로 178 가산퍼블릭 1층 M-111호,37.4766286,126.8871293,0507-1439-0532,"카페,디저트",,,
19,1,,이미커피,"Pairing.

좋아하는 디저트를 고르세요.
가장 조화로운 커피가 준비되어 있습니다.

로스터는 커피의 맛과 향을 찾아내고
파티쉐는 그 커피에 어울리는 디저트를 만들고
바리스타는 디저트에 딱 맞는 커피를 준비해 드립니다.",서울 마포구 동교로25길 7 1층,37.5574767,126.9219163,,"카페,디저트",,,
20,1,,모먼트 인,"흔하지 않은 동네카페
힙과 커머셜 사이 그 어디 쯤

로스터리 공간 카페 모먼트인
커피 하우스로서의 카페 공간

일단 저희가 커피랑 디저트 그리고 카페란 공간을 좋아합니다.
그래서 저희가 좋아하는 특별한 경험의 다양한 경험을 제공합니다.

매달 선별되는 스페셜티 원두로 맛있는 커피 한 잔
15가지 수제 케이크로 매일매일 채워지는 쇼케이스
10여가지의 버터바 파운드 케이크 등 다양한 제과 디저트 들

모든 커피 원두는 매장에서 직접 로스팅을 행하고 있으며
시즌 마다 원두의 컨셉을 정해 가장 추천 할 만한 생두를 직접 골라
봄 여름 가을 겨울 컨셉 별로 싱글 원두로 에스프레소 커피를 판매
지금 시즌 가장 추천할 만한 다양한 스페셜티 등급 커피들을 소개합니다

매 월 게이샤 원두를 주 로한 10여종의 필터 커피 라인업을 선보입니다.
게이샤 커피 라인업과 COE 상위 랭킹 원두들로 라인업을 구성하며,
원두에 따라 각기 다른 레시피로 추출 하며 장비도 달라집니다.

수제 케이크와 수제 디저트 천국
달콤함을 즐겨라 디저트 하우스로서의 공간
-
15종의 수제 케이크가 상시 만들어지며 매장에서 즐기실 수 있습니다.
실력과 노력을 함께 가져가려고 하며 재료에서의 강점이 있습니다.
모든 케이크와 디저트는 네이버 예약에서 예약이 가능하시고
버터바 파운드케이크 쿠키 등 다양한 제과 디저트도 판매중입니다.

힙합과 하우스 즐거운 미디엄 템포의 음악
공간을 가득 채우는 뮤직 라운지 공간
-
모먼트인의 모든 음악은 힙합과 하우스 뮤직등 믹싱된 음악으로 공간을 채우며
파이오니아 DJ MIXER RX-2 장비가 오픈덱으로 열려 잇으며
각종 음악을 좋아하는 분들에게 음악 플레이를 오픈하고 있습니다.
청담 강남 편집샵 라운지 같은 즐거운 음악 셰계를 즐겨보세요

스페셜 티 등급 이상의 생두와 원두만 사용 합니다.
프리미엄한 재료로 만든 케이크와 디저트를 지향 합니다.
컨셉과 브랜딩이 있는 공간으로 운영해 나갑니다.
이 공간에서 조금은 평범하지 않은 모먼트를 경험해보세요.

공간을 즐기는 우리동네 숨겨진 카페
힙한 음악, 예쁘고 프리미엄한 공간, 매력적인 스페셜티 커피
그리고 특히 맛있는 다양한 수제 디저트, 필터커피

카페 모먼트인
그냥 흔한 카페가 아닌 매일 생각나고 가고 싶은
커피의 수준과 공간의 매력을 만들어가는

강서구에도 이런 특별한 카페 공간 하나쯤 있어도 좋지 않을까요?
저가 커피에 프렌차이즈 처럼 획일화 된 인테리어 카페 공간
서로의 추구함이 다르지만 전 이 강서구 등촌 발산 마곡 화곡 등
이 지역에도 특별하고 트랜드한 카페 공간 하나쯤 있어도 좋다고 생각됩니다

제가 좋아하는 카페 공간을 매번 조금씩 변화 발전 시켜나갑니다.
지정된 포토존이 아닌 모든 구도가 사진맛집이 되는
커피 케이크 디저트 음료 인테리어 하나까지 사진에 담기는
등촌동 동내 구석에 있지만 여러분이 오시면 즐거울 경험이
여기저기 쌓여 있습니다 즐겁게 즐겨주시길 바랍니다.
ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ
컨셉셜한 공간으로 되어 있습니다.
스페셜티 등급 원두와 추출방식 등을 추구합니다.
바리스타의 설계로 커피 세팅을 매일 체크하며 만듭니다.
모든 디저트는 매장에서 직접 연구하고 만듭니다.
'에스프레소'를 정말 많이 좋아합니다.
모든 사람들이 아닌 특정한 성향의 사람들에게 타깃팅 되어 있습니다.

매력적인 복합 공간을 지향합니다.
컨셉셜한 공간을 세팅하고 브랜딩을 만들어 갑니다.

매장운영에 대한 가이드가 입구에 적혀 있습니다.
모든 이들에게 상호배려를 부탁드립니다.

힙합과 하우스 등 클럽음악을 좋아합니다.
모든 노래들은 믹싱되어 플레이 됩니다.
낮과 밤의 조명과 음악 볼륨이 달라집니다.

애견 동반이 가능합니다.
반려견는 자유이동이 불가하며, 좌석에서 케어 부탁드립니다.

인스타그램 팔로우 부탁드립니다
@cafe.momentin",서울 강서구 화곡로64길 97 1층 101호,37.5555263,126.8581701,0507-1343-2560,"카페,디저트",,,
21,1,,결,"한국적인 멋을 현대적으로 해석한 공간입니다. 도심 속에서 커피 한 잔으로 휴식을 선물합니다.

하루 일과를 시작하기 전, 소중한 점심 시간에 들러 여유를 즐겨보세요. 매월 새로운 커피를 준비하고 기다리고 있을게요.

*결은 빈브라더스가 운영합니다.",서울 종로구 우정국로 26,37.5719051,126.9836049,0507-1437-5840,"카페,디저트",,,
22,1,,모키 문래본점,"모키는 커피와 티, 그리고 디저트를 판매하는 공간입니다. 오래된 벽돌집 모키(mokki)에 오시는 모든 분들이, 시간이 쌓여있는 모습 그대로의 시골집에 놀러온듯한 편안함을 느낄 수 있길 바랍니다. 곳곳에 있는 벽돌의 요소, 중첩된 시간이 쌓여진 모습 등 오래된 편안함과 정갈한 커피, 티, 디저트가 전해주는 따뜻함을 느껴보세요.

편안한 휴식의 시작 모키, The beginning of comfort and relaxation.

※ 모키(mokki) : 핀란드어로 '시골집' 또는 '별장', 일본어로는 '나무로 만든 그릇(木器)'를 의미합니다.

※ 반려동물은 개폐 기능이 있는 하드케이스 혹은 애견 유모차 이용 시 출입이 가능합니다. 매장 내에서 케이지 밖으로 나오는 행위는 금지되오니, 너른 양해 부탁드립니다. (안내견의 경우 이동 보조 수단 없이 출입 가능)",서울 영등포구 경인로 732 1층,37.5121524,126.8949992,0507-1348-2954,"카페,디저트",,,
23,1,,안밀,"안밀은 당신의 삶 속에 안온함을 통해 고요함을 느낄 수 있는 카페입니다.
서울 관악구 낙성대에서 첫 시작을 알리며 스페셜티 커피와 다도, 디저트를 제공하는 공간으로, 바쁜 일상 속 저희 공간에서 평안한 마음을 얻어가시길 바라겠습니다.",서울 관악구 남부순환로 1945 1층 안밀,37.4766803,126.9651998,0507-1390-8108,"카페,디저트",,,
